id,brewery_id,latitude,longitude,accuracy
133,142,41.51179885864258,-90.57460021972656,RANGE_INTERPOLATED
134,143,35.08449935913086,-106.6510009765625,APPROXIMATE
135,144,40.75910186767578,-73.02149963378906,ROOFTOP
136,145,34.85309982299805,-82.39830017089844,ROOFTOP
137,146,38.25299835205078,-85.65399932861328,ROOFTOP
138,147,44.133201599121094,-73.07839965820312,RANGE_INTERPOLATED
139,148,53.4807014465332,-2.2344000339508057,APPROXIMATE
140,149,35.15840148925781,-114.572998046875,ROOFTOP
141,150,34.053199768066406,-118.25599670410156,ROOFTOP
142,151,42.43109893798828,-83.4832992553711,APPROXIMATE
143,152,13.778300285339355,100.50900268554688,GEOMETRIC_CENTER
144,153,35.37329864501953,-119.01899719238281,APPROXIMATE
145,155,35.08679962158203,-89.81009674072266,APPROXIMATE
146,156,52.67390060424805,14.900400161743164,RANGE_INTERPOLATED
147,157,42.31439971923828,-71.10340118408203,ROOFTOP
148,158,42.34700012207031,-71.0988998413086,ROOFTOP
149,159,42.866600036621094,-109.86599731445312,RANGE_INTERPOLATED
150,160,40.02669906616211,-105.24800109863281,ROOFTOP
151,161,39.08209991455078,-94.59649658203125,ROOFTOP
152,162,48.747501373291016,-122.48100280761719,RANGE_INTERPOLATED
153,163,45.42890167236328,-73.63130187988281,APPROXIMATE
154,164,49.71849822998047,5.55709981918335,RANGE_INTERPOLATED
155,165,50.485198974609375,2.8306000232696533,APPROXIMATE
156,166,50.843101501464844,3.6077001094818115,RANGE_INTERPOLATED
157,167,50.150699615478516,5.744200229644775,RANGE_INTERPOLATED
158,168,50.55929946899414,4.136499881744385,GEOMETRIC_CENTER
159,170,50.369300842285156,3.8269999027252197,GEOMETRIC_CENTER
160,171,50.51089859008789,3.3882999420166016,RANGE_INTERPOLATED
161,173,49.98419952392578,4.311100006103516,RANGE_INTERPOLATED
162,174,50.37049865722656,3.726300001144409,RANGE_INTERPOLATED
163,175,50.7046012878418,5.822000026702881,GEOMETRIC_CENTER
164,176,50.785301208496094,4.24370002746582,RANGE_INTERPOLATED
165,177,50.79750061035156,2.5411999225616455,RANGE_INTERPOLATED
166,178,50.22480010986328,4.410200119018555,APPROXIMATE
167,179,50.64929962158203,3.9242000579833984,ROOFTOP
168,180,-17.67970085144043,-149.40699768066406,APPROXIMATE
169,182,45.70750045776367,5.915299892425537,RANGE_INTERPOLATED
170,183,47.25429916381836,7.002600193023682,ROOFTOP
171,184,50.620399475097656,3.759200096130371,GEOMETRIC_CENTER
172,185,48.00279998779297,6.658299922943115,GEOMETRIC_CENTER
173,186,32.39059829711914,-93.3739013671875,RANGE_INTERPOLATED
174,187,50.3114013671875,4.94350004196167,RANGE_INTERPOLATED
175,188,50.57789993286133,3.5553998947143555,RANGE_INTERPOLATED
176,189,50.571800231933594,3.6507999897003174,RANGE_INTERPOLATED
177,190,50.30889892578125,3.628499984741211,APPROXIMATE
178,191,50.742801666259766,3.6875,RANGE_INTERPOLATED
179,192,50.2859992980957,5.512700080871582,RANGE_INTERPOLATED
180,193,50.60540008544922,3.077500104904175,APPROXIMATE
181,194,50.40800094604492,4.165900230407715,RANGE_INTERPOLATED
182,195,50.20240020751953,4.89139986038208,RANGE_INTERPOLATED
183,196,50.260101318359375,3.3125,RANGE_INTERPOLATED
184,197,50.674598693847656,4.150899887084961,RANGE_INTERPOLATED
185,198,45.46820068359375,-73.59130096435547,ROOFTOP
186,199,42.64830017089844,9.452899932861328,GEOMETRIC_CENTER
187,200,50.885101318359375,2.4328999519348145,ROOFTOP
188,201,50.36819839477539,4.326600074768066,RANGE_INTERPOLATED
189,202,50.84159851074219,4.3354997634887695,ROOFTOP
190,203,48.59299850463867,7.714900016784668,RANGE_INTERPOLATED
191,204,47.67150115966797,9.588800430297852,ROOFTOP
192,205,47.97060012817383,11.780799865722656,ROOFTOP
193,206,53.07870101928711,8.79010009765625,ROOFTOP
194,207,51.30550003051758,8.125900268554688,GEOMETRIC_CENTER
195,208,49.89419937133789,10.885499954223633,APPROXIMATE
196,209,49.94770050048828,11.565899848937988,ROOFTOP
197,210,48.23509979248047,13.82919979095459,ROOFTOP
198,211,47.36249923706055,15.09469985961914,ROOFTOP
199,212,52.39350128173828,9.681400299072266,ROOFTOP
200,213,47.82429885864258,10.023900032043457,ROOFTOP
201,214,47.364200592041016,8.524499893188477,ROOFTOP
202,216,47.78179931640625,9.621500015258789,ROOFTOP
203,217,47.330101013183594,9.41349983215332,RANGE_INTERPOLATED
204,218,50.875301361083984,6.9944000244140625,ROOFTOP
205,219,47.43009948730469,9.379400253295898,ROOFTOP
206,220,51.22159957885742,6.785299777984619,ROOFTOP
207,221,51.284698486328125,7.293600082397461,ROOFTOP
208,222,49.89419937133789,10.885499954223633,APPROXIMATE
209,223,51.9656982421875,7.621399879455566,ROOFTOP
210,224,48.13059997558594,15.13860034942627,APPROXIMATE
211,225,48.07780075073242,9.3996000289917,ROOFTOP
213,227,44.410499572753906,-95.41069793701172,RANGE_INTERPOLATED
214,228,49.69929885864258,9.249199867248535,ROOFTOP
215,229,51.24039840698242,6.7515997886657715,ROOFTOP
216,230,47.66510009765625,9.175000190734863,ROOFTOP
217,231,43.06460189819336,141.3470001220703,APPROXIMATE
218,232,50.93939971923828,6.959400177001953,ROOFTOP
219,233,47.55849838256836,8.90060043334961,ROOFTOP
220,234,47.067901611328125,15.441699981689453,APPROXIMATE
221,235,41.25400161743164,-95.99929809570312,APPROXIMATE
222,236,39.72359848022461,-105.0009994506836,ROOFTOP
223,237,39.72359848022461,-105.0009994506836,ROOFTOP
224,238,50.67179870605469,6.122000217437744,RANGE_INTERPOLATED
225,239,41.34700012207031,-81.82260131835938,ROOFTOP
226,240,37.38610076904297,-122.08399963378906,APPROXIMATE
227,241,57.68299865722656,-2.003000020980835,APPROXIMATE
228,242,39.302799224853516,-76.61640167236328,ROOFTOP
229,243,41.45479965209961,-70.56500244140625,APPROXIMATE
230,244,50.852699279785156,4.331099987030029,GEOMETRIC_CENTER
231,245,48.973899841308594,14.475000381469727,APPROXIMATE
232,246,51.31439971923828,4.988999843597412,RANGE_INTERPOLATED
233,247,42.860599517822266,-90.17720031738281,RANGE_INTERPOLATED
234,248,50.85300064086914,4.164899826049805,RANGE_INTERPOLATED
235,249,42.681800842285156,-74.92549896240234,RANGE_INTERPOLATED
236,250,42.58470153808594,-87.82119750976562,APPROXIMATE
237,251,37.548301696777344,-121.98899841308594,APPROXIMATE
238,254,42.496498107910156,-90.66519927978516,ROOFTOP
239,255,45.53110122680664,-122.68499755859375,ROOFTOP
240,256,39.36280059814453,-77.42649841308594,ROOFTOP
241,257,38.80970001220703,-104.82599639892578,RANGE_INTERPOLATED
242,258,39.87350082397461,-86.1427001953125,RANGE_INTERPOLATED
243,259,40.721500396728516,-73.9574966430664,ROOFTOP
244,260,55.614498138427734,-3.4107000827789307,APPROXIMATE
245,261,52.366600036621094,4.926300048828125,ROOFTOP
246,262,51.297401428222656,4.6880998611450195,RANGE_INTERPOLATED
247,263,50.89609909057617,2.7221999168395996,RANGE_INTERPOLATED
248,264,50.44309997558594,4.414700031280518,RANGE_INTERPOLATED
249,265,50.88529968261719,4.700799942016602,RANGE_INTERPOLATED
250,266,50.86280059814453,3.2992000579833984,RANGE_INTERPOLATED
251,267,50.77669906616211,3.2785000801086426,RANGE_INTERPOLATED
252,268,50.71229934692383,4.219699859619141,RANGE_INTERPOLATED
253,269,51.01380157470703,4.2017998695373535,RANGE_INTERPOLATED
254,270,51.29859924316406,5.48960018157959,RANGE_INTERPOLATED
255,271,50.98500061035156,4.222599983215332,ROOFTOP
256,272,51.028099060058594,2.9038000106811523,ROOFTOP
257,273,51.20940017700195,3.2251999378204346,APPROXIMATE
258,274,50.9098014831543,4.250500202178955,RANGE_INTERPOLATED
259,110,51.54399871826172,5.128499984741211,RANGE_INTERPOLATED
260,276,51.02280044555664,4.157199859619141,RANGE_INTERPOLATED
261,277,50.81050109863281,3.185699939727783,RANGE_INTERPOLATED
262,278,51.196800231933594,3.252700090408325,ROOFTOP
263,279,50.97100067138672,4.190999984741211,RANGE_INTERPOLATED
264,280,51.25149917602539,5.546000003814697,APPROXIMATE
265,281,51.0442008972168,4.325699806213379,APPROXIMATE
266,282,50.98820114135742,5.0553998947143555,RANGE_INTERPOLATED
267,284,51.032501220703125,4.4730000495910645,RANGE_INTERPOLATED
268,286,50.77629852294922,5.165999889373779,RANGE_INTERPOLATED
269,287,50.84389877319336,3.617000102996826,RANGE_INTERPOLATED
270,288,50.81800079345703,4.2307000160217285,GEOMETRIC_CENTER
271,290,50.75859832763672,4.301199913024902,RANGE_INTERPOLATED
272,291,50.94620132446289,3.136199951171875,RANGE_INTERPOLATED
273,292,50.83100128173828,3.6758999824523926,RANGE_INTERPOLATED
274,293,51.116798400878906,5.646399974822998,RANGE_INTERPOLATED
275,294,50.84170150756836,4.021299839019775,RANGE_INTERPOLATED
276,295,50.501800537109375,4.10860013961792,APPROXIMATE
277,296,50.842498779296875,2.636199951171875,RANGE_INTERPOLATED
278,297,51.44390106201172,4.73859977722168,RANGE_INTERPOLATED
279,298,51.09230041503906,3.009999990463257,RANGE_INTERPOLATED
280,299,51.128700256347656,3.4784998893737793,RANGE_INTERPOLATED
281,300,50.85639953613281,3.884500026702881,RANGE_INTERPOLATED
282,301,50.86119842529297,2.6614999771118164,ROOFTOP
283,302,50.777801513671875,4.887700080871582,RANGE_INTERPOLATED
284,303,50.920101165771484,3.2578999996185303,RANGE_INTERPOLATED
285,304,51.17660140991211,3.7462000846862793,RANGE_INTERPOLATED
286,305,50.83219909667969,3.388400077819824,RANGE_INTERPOLATED
287,307,49.96220016479492,20.600299835205078,RANGE_INTERPOLATED
288,309,49.662200927734375,19.1742000579834,ROOFTOP
289,310,45.63800048828125,-89.4126968383789,RANGE_INTERPOLATED
290,311,38.255401611328125,-85.74410247802734,ROOFTOP
291,312,56.07460021972656,12.116100311279297,RANGE_INTERPOLATED
292,313,42.50830078125,-89.03179931640625,APPROXIMATE
293,314,40.111900329589844,-76.50309753417969,ROOFTOP
294,317,39.70500183105469,-104.93599700927734,RANGE_INTERPOLATED
295,318,36.74769973754883,-119.77200317382812,APPROXIMATE
296,319,41.24039840698242,-77.00569915771484,RANGE_INTERPOLATED
297,320,52.055999755859375,-2.7174999713897705,APPROXIMATE
298,322,52.80649948120117,-1.622499942779541,GEOMETRIC_CENTER
299,323,39.7244987487793,-121.8479995727539,ROOFTOP
300,324,36.74769973754883,-119.77200317382812,APPROXIMATE
301,325,41.5713005065918,-71.05709838867188,RANGE_INTERPOLATED
302,326,41.160701751708984,-104.802001953125,ROOFTOP
303,327,42.65420150756836,-73.74810028076172,ROOFTOP
304,328,42.18439865112305,-122.66300201416016,ROOFTOP
305,329,55.93579864501953,-3.2297000885009766,RANGE_INTERPOLATED
306,330,35.93199920654297,-84.01200103759766,ROOFTOP
307,331,37.9734992980957,-122.53099822998047,APPROXIMATE
308,332,32.91469955444336,-117.14600372314453,ROOFTOP
309,333,42.36640167236328,-71.09110260009766,ROOFTOP
310,334,43.4744987487793,-79.67749786376953,RANGE_INTERPOLATED
311,335,41.4995002746582,-81.69539642333984,APPROXIMATE
312,336,52.1343994140625,-106.64800262451172,APPROXIMATE
313,337,42.610198974609375,-70.66639709472656,ROOFTOP
314,338,43.09489822387695,-89.51629638671875,ROOFTOP
315,339,38.899898529052734,-77.0271987915039,ROOFTOP
316,340,38.84109878540039,-77.08689880371094,ROOFTOP
317,341,41.125999450683594,-73.78959655761719,ROOFTOP
318,342,52.80419921875,-6.729499816894531,GEOMETRIC_CENTER
319,343,52.719600677490234,-6.8460001945495605,APPROXIMATE
320,344,55.66669845581055,12.539299964904785,RANGE_INTERPOLATED
321,345,56.90019989013672,12.540499687194824,GEOMETRIC_CENTER
322,346,-37.82310104370117,144.9669952392578,ROOFTOP
323,347,42.26890182495117,-89.0906982421875,ROOFTOP
324,348,36.67770004272461,-121.65599822998047,APPROXIMATE
325,349,35.62310028076172,-80.80110168457031,ROOFTOP
326,350,35.910301208496094,-79.06320190429688,RANGE_INTERPOLATED
327,351,37.27479934692383,-107.87999725341797,ROOFTOP
328,352,43.754798889160156,-71.39669799804688,APPROXIMATE
329,354,43.64899826049805,-72.31929779052734,APPROXIMATE
330,355,41.962501525878906,-91.69180297851562,APPROXIMATE
331,356,30.267200469970703,-97.74310302734375,APPROXIMATE
332,357,49.18730163574219,-122.8499984741211,ROOFTOP
333,358,44.441898345947266,-89.27970123291016,ROOFTOP
334,359,14.613300323486328,-90.5353012084961,APPROXIMATE
335,360,25.7091007232666,-100.31400299072266,RANGE_INTERPOLATED
336,363,-32.890201568603516,-68.84400177001953,APPROXIMATE
337,364,37.43159866333008,-78.65689849853516,APPROXIMATE
339,367,19.721900939941406,-101.2249984741211,RANGE_INTERPOLATED
340,368,-25.168800354003906,-50.129798889160156,GEOMETRIC_CENTER
341,369,-26.891399383544922,-49.12229919433594,GEOMETRIC_CENTER
342,370,37.1875,-3.601799964904785,GEOMETRIC_CENTER
343,371,35.13999938964844,-106.5999984741211,ROOFTOP
344,372,52.13209915161133,-0.4814999997615814,GEOMETRIC_CENTER
345,373,28.212600708007812,-80.67340087890625,ROOFTOP
346,374,40.74570083618164,-74.00859832763672,GEOMETRIC_CENTER
347,375,44.83420181274414,-87.37699890136719,APPROXIMATE
348,376,39.80229949951172,-105.08399963378906,ROOFTOP
349,377,36.14759826660156,-115.2979965209961,ROOFTOP
350,378,50.035499572753906,4.377699851989746,GEOMETRIC_CENTER
351,379,27.95870018005371,-82.5093002319336,ROOFTOP
352,380,39.76839828491211,-86.15799713134766,APPROXIMATE
353,339,43.80419921875,-91.25260162353516,ROOFTOP
354,382,33.85749816894531,-117.8759994506836,APPROXIMATE
355,383,41.4995002746582,-81.69940185546875,ROOFTOP
356,384,40.6598014831543,-74.28299713134766,ROOFTOP
357,385,39.23080062866211,-76.67510223388672,ROOFTOP
358,386,50.940101623535156,6.956999778747559,ROOFTOP
359,387,35.22050094604492,-97.44390106201172,ROOFTOP
360,388,30.395999908447266,-88.88529968261719,APPROXIMATE
361,389,37.00130081176758,-121.56600189208984,ROOFTOP
362,390,37.97800064086914,-122.03099822998047,APPROXIMATE
363,391,47.67449951171875,-116.78399658203125,ROOFTOP
364,392,45.45819854736328,-94.4291000366211,RANGE_INTERPOLATED
365,393,42.41699981689453,-88.0739974975586,APPROXIMATE
366,394,42.3583984375,-71.05979919433594,APPROXIMATE
367,396,43.31769943237305,-73.63999938964844,ROOFTOP
368,397,-34.87269973754883,138.572998046875,ROOFTOP
369,398,42.589298248291016,-74.94029998779297,GEOMETRIC_CENTER
370,399,39.7598991394043,-105.21900177001953,ROOFTOP
371,400,37.727298736572266,-89.216796875,APPROXIMATE
372,401,40.92219924926758,-98.35810089111328,APPROXIMATE
373,402,40.89419937133789,-77.19709777832031,GEOMETRIC_CENTER
374,403,43.53229904174805,-90.00990295410156,ROOFTOP
375,404,32.697601318359375,-117.1729965209961,RANGE_INTERPOLATED
376,405,41.5369987487793,-71.27960205078125,RANGE_INTERPOLATED
377,406,53.88460159301758,-1.2652000188827515,APPROXIMATE
378,407,41.58549880981445,-93.62100219726562,ROOFTOP
379,408,44.088600158691406,-87.65760040283203,ROOFTOP
380,409,40.27949905395508,-75.21430206298828,RANGE_INTERPOLATED
381,410,40.43130111694336,-104.68800354003906,RANGE_INTERPOLATED
382,411,34.16960144042969,-118.15899658203125,ROOFTOP
383,412,40.80690002441406,-96.68170166015625,APPROXIMATE
384,413,29.955799102783203,-90.06410217285156,ROOFTOP
385,414,38.86980056762695,-106.98699951171875,RANGE_INTERPOLATED
386,415,40.87260055541992,-74.29640197753906,ROOFTOP
387,416,41.4995002746582,-81.69539642333984,APPROXIMATE
388,417,40.693599700927734,-89.58899688720703,APPROXIMATE
389,418,54.29119873046875,-0.8406000137329102,APPROXIMATE
390,419,43.11470031738281,-89.6530990600586,ROOFTOP
391,420,31.72909927368164,-116.5780029296875,GEOMETRIC_CENTER
392,421,41.85390090942383,-88.27760314941406,RANGE_INTERPOLATED
393,422,38.230899810791016,-85.70549774169922,ROOFTOP
394,423,43.70759963989258,-70.31490325927734,RANGE_INTERPOLATED
395,424,50.605899810791016,3.388400077819824,APPROXIMATE
396,425,53.999900817871094,-1.5010000467300415,GEOMETRIC_CENTER
397,426,42.266700744628906,-84.96410369873047,RANGE_INTERPOLATED
398,427,29.89940071105957,-90.10040283203125,APPROXIMATE
399,428,51.442100524902344,4.9232001304626465,RANGE_INTERPOLATED
400,429,53.06060028076172,5.534200191497803,RANGE_INTERPOLATED
401,430,51.202598571777344,3.2242000102996826,RANGE_INTERPOLATED
402,431,51.08110046386719,3.3698999881744385,RANGE_INTERPOLATED
403,432,51.11589813232422,3.8157999515533447,RANGE_INTERPOLATED
404,433,50.92290115356445,2.751800060272217,GEOMETRIC_CENTER
405,434,39.55839920043945,-79.35279846191406,APPROXIMATE
406,435,39.290401458740234,-76.61219787597656,APPROXIMATE
407,436,32.715301513671875,-117.15699768066406,APPROXIMATE
408,437,43.048099517822266,-88.35530090332031,ROOFTOP
409,438,38.23619842529297,-122.63999938964844,RANGE_INTERPOLATED
410,439,44.347801208496094,-87.82730102539062,APPROXIMATE
411,440,39.75529861450195,-104.99700164794922,ROOFTOP
412,441,44.047401428222656,-121.322998046875,ROOFTOP
413,442,33.985801696777344,-96.65149688720703,GEOMETRIC_CENTER
414,443,39.13610076904297,-84.50309753417969,APPROXIMATE
415,444,34.74729919433594,-92.28389739990234,ROOFTOP
416,445,47.94850158691406,-122.30500030517578,ROOFTOP
417,446,41.4995002746582,-81.69539642333984,APPROXIMATE
418,447,46.77130126953125,-123.00700378417969,ROOFTOP
419,448,51.53310012817383,6.421299934387207,ROOFTOP
420,449,45.52280044555664,-73.5927963256836,ROOFTOP
421,450,39.62820053100586,-106.05899810791016,GEOMETRIC_CENTER
422,452,38.54050064086914,-90.46070098876953,ROOFTOP
423,453,49.2765998840332,-123.11499786376953,RANGE_INTERPOLATED
424,454,29.960599899291992,-90.08709716796875,ROOFTOP
425,455,39.75410079956055,-105.0,APPROXIMATE
426,456,39.94779968261719,-75.222900390625,ROOFTOP
427,457,49.269798278808594,-123.13200378417969,RANGE_INTERPOLATED
428,459,38.7682991027832,-75.31069946289062,GEOMETRIC_CENTER
429,460,51.52980041503906,7.469200134277344,ROOFTOP
430,461,39.80189895629883,-105.51399993896484,APPROXIMATE
431,462,45.709999084472656,-121.51499938964844,ROOFTOP
432,463,42.49300003051758,-82.97530364990234,RANGE_INTERPOLATED
433,464,37.71760177612305,-122.18199920654297,ROOFTOP
434,465,47.49209976196289,19.142200469970703,RANGE_INTERPOLATED
435,466,35.08449935913086,-106.6510009765625,APPROXIMATE
436,467,53.34410095214844,-6.267499923706055,APPROXIMATE
437,468,42.5005989074707,-90.66459655761719,APPROXIMATE
438,469,35.60029983520508,-77.59709930419922,ROOFTOP
439,470,39.28070068359375,-76.59439849853516,ROOFTOP
440,471,28.013999938964844,-82.78759765625,ROOFTOP
441,472,41.70750045776367,-86.8949966430664,APPROXIMATE
442,281,51.22060012817383,4.399700164794922,APPROXIMATE
443,474,-45.03310012817383,168.66099548339844,ROOFTOP
444,401,47.94540023803711,-122.30400085449219,RANGE_INTERPOLATED
445,476,40.455299377441406,-79.904296875,ROOFTOP
446,477,38.78139877319336,-76.22219848632812,RANGE_INTERPOLATED
447,478,38.5724983215332,-109.5510025024414,RANGE_INTERPOLATED
448,480,49.92110061645508,9.071499824523926,APPROXIMATE
449,481,40.57929992675781,-124.15299987792969,ROOFTOP
